1471330059,0.00,0.00,6.82,7.04,194.90,20.62,nan,nan,137.50,0.00,-19.266787,22.830339,0.17
1471333520,0.00,0.00,9.22,5.47,-2.20,85.00,nan,nan,944.20,0.00,-19.269501,22.831438,1.68
1471333876,0.00,0.00,9.23,5.81,26.20,16.94,nan,nan,960.10,0.00,-19.269348,22.834379,1.18
1471334232,0.00,0.00,8.93,5.20,57.60,17.56,nan,nan,953.60,0.00,-19.270847,22.837980,2.47
1471334588,0.00,0.00,8.67,5.08,86.30,17.25,nan,nan,954.70,0.00,-19.270998,22.841316,0.63
1471334944,0.00,0.00,9.15,5.60,93.90,17.50,nan,nan,956.00,0.00,-19.274221,22.843502,2.48
1471335301,0.00,0.00,9.03,5.26,101.10,17.37,nan,nan,960.70,0.00,-19.275032,22.846489,2.26
1471335658,0.00,0.00,9.07,5.31,97.70,17.44,nan,nan,958.30,0.00,-19.275391,22.849606,1.83
1471336015,0.00,0.00,9.17,6.09,103.70,17.75,nan,nan,957.90,0.00,-19.276508,22.853182,2.98
1471336372,0.00,0.00,9.37,6.41,102.80,17.62,nan,nan,958.20,0.00,-19.276072,22.856794,2.35
1471336842,0.00,0.00,9.19,7.91,109.10,85.00,nan,nan,0.00,0.00,-19.276249,22.857548,0.22
1471337199,0.00,0.00,9.12,8.40,95.40,18.12,nan,nan,957.90,0.00,-19.276419,22.857824,1.51
1471337556,0.00,0.00,9.48,7.18,127.50,17.75,nan,nan,957.20,0.00,-19.278656,22.857548,1.76
1471337913,0.00,0.00,9.42,7.20,129.60,17.87,nan,nan,955.70,0.00,-19.279825,22.858219,2.23
1471338270,0.00,0.00,9.39,6.70,140.80,17.75,nan,nan,957.30,0.00,-19.282734,22.859091,3.36
1471338627,0.00,0.00,8.70,4.37,143.10,17.81,nan,nan,961.70,0.00,-19.286089,22.861320,2.86
1471338984,0.00,0.00,8.60,4.81,128.50,18.69,nan,nan,957.80,0.00,-19.289539,22.860832,2.91
1471339341,0.00,0.00,8.72,4.42,122.90,18.94,nan,nan,957.20,0.00,-19.293150,22.862223,3.66
1471339698,0.00,0.00,8.59,4.22,121.40,18.94,nan,nan,953.10,0.00,-19.295427,22.862997,2.00
1471340055,0.00,0.00,8.64,4.04,134.50,19.37,nan,nan,953.40,0.00,-19.293968,22.863928,2.20
1471340412,0.00,0.00,8.52,4.67,128.50,18.50,nan,nan,958.30,0.00,-19.295488,22.867773,2.64
1471340769,0.00,0.00,8.62,5.45,143.20,19.62,nan,nan,954.00,0.00,-19.297245,22.870777,1.93
1471341126,0.00,0.00,8.55,5.32,147.70,19.69,nan,nan,950.30,0.00,-19.300041,22.870304,1.08
1471341483,0.00,0.00,8.80,4.35,144.30,19.00,nan,nan,953.50,0.00,-19.302420,22.869352,2.55
1471341840,0.00,0.00,8.25,4.35,143.00,18.75,nan,nan,952.20,0.00,-19.305794,22.866537,2.32
1471342197,0.00,0.00,8.62,4.13,120.80,19.94,nan,nan,949.80,0.00,-19.306965,22.862638,3.00
1471342554,0.00,0.00,8.27,4.02,117.50,19.94,nan,nan,947.60,0.00,-19.309940,22.860502,2.85
1471342911,0.00,0.00,8.28,3.01,106.80,20.00,nan,nan,946.60,0.00,-19.312941,22.861727,2.70
1471343268,0.00,0.00,8.66,3.69,120.00,20.62,nan,nan,942.80,0.00,-19.315718,22.864283,2.33
1471343625,0.00,0.00,8.56,2.27,121.00,20.06,nan,nan,941.80,0.00,-19.318941,22.863203,3.20
1471343982,0.00,0.00,8.14,1.85,129.10,19.00,nan,nan,945.80,0.00,-19.322523,22.862391,1.38
1471344339,0.00,0.00,8.10,3.66,128.50,19.31,nan,nan,939.20,0.00,-19.325277,22.859221,2.53
1471344696,0.00,0.00,8.79,3.41,103.30,21.69,nan,nan,937.70,0.00,-19.328922,22.858585,2.92
1471345053,0.00,0.00,7.04,3.91,194.60,19.50,nan,nan,942.20,0.00,-19.330866,22.860176,0.06
1471345319,0.00,0.00,7.24,3.56,199.50,85.00,nan,nan,131.90,0.00,-19.323526,22.858259,0.53
1471345676,0.00,0.00,7.25,3.58,216.70,22.06,nan,nan,866.60,0.00,-19.330576,22.860136,0.31
1471346033,0.00,0.00,7.28,3.53,216.20,22.31,nan,nan,910.40,0.00,-19.330910,22.860100,0.10
1471346390,0.00,0.00,7.33,3.38,232.10,22.50,nan,nan,915.90,0.00,-19.330832,22.860128,0.12
1471346747,0.00,0.00,7.46,3.60,233.80,22.56,nan,nan,922.90,0.00,-19.330832,22.860140,0.06
1471347104,0.00,0.00,8.68,3.01,160.30,22.75,nan,nan,936.20,0.00,-19.330536,22.860689,1.30
1471347461,0.00,0.00,8.56,3.80,133.80,20.81,nan,nan,946.20,0.00,-19.333042,22.863636,2.18
1471347818,0.00,0.00,8.66,4.50,123.90,21.37,nan,nan,944.30,0.00,-19.337002,22.864840,2.97
1471348175,0.00,0.00,8.87,3.96,108.40,20.69,nan,nan,955.80,0.00,-19.339169,22.866739,1.84
1471348532,0.00,0.00,8.83,3.91,109.90,20.69,nan,nan,952.30,0.00,-19.341028,22.869331,2.34
1471348889,0.00,0.00,8.39,3.82,150.90,20.69,nan,nan,953.20,0.00,-19.342428,22.869457,0.26
1471349246,0.00,0.00,8.90,3.78,154.10,21.12,nan,nan,947.70,0.00,-19.342785,22.870178,0.32
1471349603,0.00,0.00,7.64,4.83,131.90,21.12,nan,nan,943.90,0.00,-19.343386,22.871050,0.13
1471349959,0.00,0.00,8.94,3.86,92.20,22.87,nan,nan,939.90,0.00,-19.343739,22.872429,1.44
1471350316,0.00,0.00,8.32,3.59,124.30,20.75,nan,nan,946.30,0.00,-19.342958,22.874935,1.97
1471350673,0.00,0.00,8.07,3.17,132.70,21.62,nan,nan,946.20,0.00,-19.344286,22.875288,0.31
1471351030,0.00,0.00,8.44,1.96,22.30,23.06,nan,nan,947.00,0.00,-19.345549,22.875937,0.72
1471351387,0.00,0.00,8.44,3.21,126.80,21.50,nan,nan,944.70,0.00,-19.346167,22.877054,1.35
1471351744,0.00,0.00,8.38,2.94,78.40,21.19,nan,nan,942.30,0.00,-19.344152,22.878784,1.07
1471352100,0.00,0.00,8.52,3.04,80.80,22.81,nan,nan,947.30,0.00,-19.342310,22.877758,2.79
1471352457,0.00,0.00,7.71,3.93,157.80,21.06,nan,nan,948.00,0.00,-19.341452,22.881670,0.25
1471352814,0.00,0.00,8.42,4.57,138.70,22.94,nan,nan,945.90,0.00,-19.340586,22.882824,2.79
1471353171,0.00,0.00,8.79,6.36,156.80,22.62,nan,nan,944.80,0.00,-19.338520,22.885193,1.72
